loan_id,origination_month,channel,product,region,credit_score,risk_band,principal_ugx,term_months,apr,months_on_book,days_past_due,delinquency_bucket,loan_status,months_to_default,principal_repaid_ugx,outstanding_ugx,contact_strategy
LN-509765,2025-09,Branch,Consumer durable,Central,454,Subprime,1042000.0,6,0.3892,6,65,60-89,Delinquent,6.0,457600.0,584400.0,Field visit
LN-509766,2025-09,Digital app,Salary advance,Northern,499,Subprime,2276000.0,12,0.3465,9,0,Current,Current,,1609800.0,666200.0,Call + SMS
LN-509767,2025-09,Branch,Consumer durable,Central,575,Subprime,641000.0,12,0.3568,9,0,Current,Current,,481700.0,159300.0,Call + SMS
LN-509768,2025-09,Partner retail,Consumer durable,Western,678,Near-prime,2788000.0,12,0.2905,9,130,90+,Default,6.0,772800.0,2015200.0,None
LN-509769,2025-09,Agent network,SME working capital,Eastern,561,Subprime,5459000.0,12,0.3626,9,0,Current,Current,,3686000.0,1773000.0,Call + SMS
LN-509770,2025-09,Digital app,SME working capital,Central,619,Subprime,1039000.0,12,0.3633,9,0,Current,Current,,755000.0,284000.0,SMS only
LN-509771,2025-09,Partner retail,SME working capital,Northern,538,Subprime,1517000.0,9,0.3474,9,0,Current,Closed,,1517000.0,0.0,SMS only
LN-509772,2025-09,Branch,Salary advance,Northern,547,Subprime,1023000.0,18,0.3615,9,35,30-59,Delinquent,4.0,483600.0,539400.0,Call + SMS
LN-509773,2025-09,Branch,Consumer durable,Central,680,Near-prime,1230000.0,12,0.3079,9,0,Current,Current,,858700.0,371300.0,None
LN-509774,2025-09,Digital app,Salary advance,Eastern,625,Near-prime,975000.0,18,0.2915,9,0,Current,Current,,495700.0,479300.0,Field visit
LN-509775,2025-09,Agent network,Salary advance,Northern,613,Subprime,2415000.0,6,0.3887,6,0,Current,Closed,,2415000.0,0.0,SMS only
LN-509776,2025-09,Digital app,Salary advance,Northern,640,Near-prime,937000.0,9,0.3205,9,68,60-89,Closed,,937000.0,0.0,Field visit
LN-509777,2025-09,Partner retail,SME working capital,Western,669,Near-prime,1091000.0,12,0.2975,9,35,30-59,Delinquent,9.0,237600.0,853400.0,SMS only
LN-509778,2025-09,Partner retail,Asset finance,Western,632,Near-prime,1561000.0,6,0.317,6,0,Current,Closed,,1561000.0,0.0,SMS only
LN-509779,2025-09,Branch,Consumer durable,Western,625,Near-prime,3400000.0,18,0.2919,9,0,Current,Current,,1704100.0,1695900.0,Call + SMS
LN-509780,2025-09,Digital app,Salary advance,Central,438,Subprime,6087000.0,12,0.3617,9,0,Current,Current,,4199800.0,1887200.0,Field visit
LN-509781,2025-09,Digital app,Consumer durable,Central,779,Prime,3338000.0,18,0.2138,9,0,Current,Current,,1667100.0,1670900.0,SMS only
LN-509782,2025-09,Partner retail,Salary advance,Eastern,537,Subprime,1241000.0,6,0.3854,6,0,Current,Closed,,1241000.0,0.0,SMS only
LN-509783,2025-09,Branch,SME working capital,Central,605,Subprime,1654000.0,6,0.3589,6,65,60-89,Delinquent,4.0,592300.0,1061700.0,Field visit
LN-509784,2025-09,Digital app,Salary advance,Central,755,Prime,1615000.0,6,0.2346,6,95,90+,Default,6.0,165700.0,1449300.0,Field visit
LN-509785,2025-09,Branch,Salary advance,Eastern,552,Subprime,790000.0,9,0.3538,9,0,Current,Closed,,790000.0,0.0,Call + SMS
LN-509786,2025-09,Branch,SME working capital,Eastern,673,Near-prime,3123000.0,12,0.2919,9,0,Current,Current,,2254400.0,868600.0,Call + SMS
LN-509787,2025-09,Digital app,Salary advance,Central,748,Prime,538000.0,6,0.2174,6,0,Current,Closed,,538000.0,0.0,SMS only
LN-509788,2025-09,Agent network,SME working capital,Northern,431,Subprime,2510000.0,9,0.394,9,65,60-89,Delinquent,1.0,300300.0,2209700.0,Call + SMS
LN-509789,2025-09,Branch,SME working capital,Central,684,Near-prime,6413000.0,12,0.3224,9,0,Current,Current,,4588400.0,1824600.0,SMS only
LN-509790,2025-09,Digital app,SME working capital,Central,682,Near-prime,2137000.0,9,0.305,9,0,Current,Closed,,2137000.0,0.0,SMS only
LN-509791,2025-09,Digital app,Salary advance,Western,541,Subprime,1328000.0,6,0.3935,6,0,Current,Closed,,1328000.0,0.0,Field visit
LN-509792,2025-09,Partner retail,Salary advance,Eastern,471,Subprime,1323000.0,9,0.365,9,130,90+,Default,4.0,551000.0,772000.0,Call + SMS
LN-509793,2025-09,Digital app,Asset finance,Northern,582,Subprime,413000.0,12,0.3471,9,0,Current,Current,,286700.0,126300.0,Field visit
LN-509794,2025-09,Branch,Salary advance,Eastern,594,Subprime,2050000.0,9,0.3501,9,0,Current,Closed,,2050000.0,0.0,Call + SMS
LN-509795,2025-09,Agent network,Consumer durable,Central,547,Subprime,7083000.0,12,0.3649,9,65,60-89,Delinquent,2.0,552500.0,6530500.0,None
LN-509796,2025-09,Agent network,Salary advance,Western,528,Subprime,1223000.0,12,0.3759,9,0,Current,Current,,916100.0,306900.0,Call + SMS
LN-509797,2025-09,Agent network,SME working capital,Central,564,Subprime,308000.0,12,0.3591,9,65,60-89,Delinquent,4.0,64500.0,243500.0,SMS only
LN-509798,2025-09,Digital app,Consumer durable,Western,574,Subprime,1365000.0,9,0.3483,9,130,90+,Default,5.0,94800.0,1270200.0,None
LN-509799,2025-09,Agent network,Consumer durable,Western,534,Subprime,2332000.0,18,0.3689,9,12,1-29,Current,,1148400.0,1183600.0,Field visit
LN-509800,2025-09,Branch,Salary advance,Eastern,663,Near-prime,1068000.0,12,0.3061,9,0,Current,Current,,787900.0,280100.0,SMS only
LN-509801,2025-09,Branch,Asset finance,Central,601,Subprime,1831000.0,18,0.3541,9,0,Current,Current,,827600.0,1003400.0,Field visit
LN-509802,2025-09,Branch,Asset finance,Northern,523,Subprime,884000.0,12,0.36,9,130,90+,Default,9.0,438300.0,445700.0,SMS only
LN-509803,2025-09,Agent network,Salary advance,Central,498,Subprime,3477000.0,12,0.3585,9,95,90+,Default,1.0,682700.0,2794300.0,Field visit
LN-509804,2025-09,Branch,Consumer durable,Northern,651,Near-prime,3960000.0,12,0.3141,9,0,Current,Current,,2913200.0,1046800.0,Call + SMS
LN-509805,2025-09,Agent network,Consumer durable,Central,577,Subprime,6645000.0,24,0.3471,9,0,Current,Current,,2308100.0,4336900.0,SMS only
LN-509806,2025-09,Partner retail,Consumer durable,Eastern,684,Near-prime,2446000.0,24,0.3152,9,12,1-29,Current,,900600.0,1545400.0,Call + SMS
LN-509807,2025-09,Agent network,Salary advance,Northern,591,Subprime,642000.0,9,0.3668,9,0,Current,Closed,,642000.0,0.0,Call + SMS
LN-509808,2025-09,Branch,SME working capital,Central,594,Subprime,1337000.0,18,0.3803,9,0,Current,Current,,656800.0,680200.0,Call + SMS
LN-509809,2025-09,Digital app,SME working capital,Western,603,Subprime,422000.0,6,0.3825,6,0,Current,Closed,,422000.0,0.0,Field visit
LN-509810,2025-09,Agent network,Salary advance,Western,519,Subprime,944000.0,12,0.3591,9,0,Current,Current,,676000.0,268000.0,Call + SMS
LN-509811,2025-09,Branch,Salary advance,Central,659,Near-prime,1000000.0,6,0.3189,6,38,30-59,Closed,,1000000.0,0.0,SMS only
LN-509812,2025-09,Digital app,Salary advance,Eastern,552,Subprime,1461000.0,9,0.3856,9,38,30-59,Closed,,1461000.0,0.0,Call + SMS
LN-509813,2025-09,Digital app,Consumer durable,Eastern,551,Subprime,698000.0,9,0.3528,9,0,Current,Closed,,698000.0,0.0,SMS only
LN-509814,2025-09,Digital app,Asset finance,Central,528,Subprime,1760000.0,6,0.3522,6,0,Current,Closed,,1760000.0,0.0,SMS only
LN-509815,2025-09,Partner retail,Salary advance,Northern,546,Subprime,3268000.0,12,0.3619,9,190,90+,Default,6.0,1100700.0,2167300.0,Field visit
LN-509816,2025-09,Digital app,Consumer durable,Western,586,Subprime,1433000.0,9,0.3536,9,0,Current,Closed,,1433000.0,0.0,SMS only
LN-509817,2025-09,Digital app,Asset finance,Eastern,657,Near-prime,2421000.0,24,0.2972,9,12,1-29,Current,,841800.0,1579200.0,Call + SMS
LN-509818,2025-09,Branch,Asset finance,Northern,535,Subprime,2213000.0,18,0.3796,9,0,Current,Current,,1060700.0,1152300.0,Field visit
LN-509819,2025-09,Branch,Salary advance,Central,521,Subprime,1617000.0,12,0.3621,9,12,1-29,Current,,1202600.0,414400.0,None
LN-509820,2025-09,Digital app,Asset finance,Western,623,Near-prime,183000.0,12,0.2926,9,95,90+,Default,5.0,52100.0,130900.0,None
LN-509821,2025-09,Branch,Salary advance,Central,641,Near-prime,2105000.0,6,0.2928,6,0,Current,Closed,,2105000.0,0.0,SMS only
LN-509822,2025-09,Agent network,Consumer durable,Northern,606,Subprime,1736000.0,9,0.3652,9,0,Current,Closed,,1736000.0,0.0,SMS only
LN-509823,2025-09,Partner retail,Salary advance,Western,558,Subprime,622000.0,6,0.3592,6,0,Current,Closed,,622000.0,0.0,Field visit
LN-509824,2025-09,Digital app,Salary advance,Central,577,Subprime,1746000.0,12,0.3727,9,130,90+,Default,4.0,111600.0,1634400.0,SMS only
LN-509825,2025-09,Branch,Asset finance,Central,543,Subprime,1672000.0,12,0.3857,9,65,60-89,Delinquent,9.0,812200.0,859800.0,Call + SMS
LN-509826,2025-09,Agent network,SME working capital,Northern,580,Subprime,2261000.0,18,0.3631,9,0,Current,Current,,1164500.0,1096500.0,Field visit
LN-509827,2025-09,Agent network,Asset finance,Central,605,Subprime,2908000.0,12,0.3879,9,0,Current,Current,,2276900.0,631100.0,Field visit
LN-509828,2025-09,Branch,Consumer durable,Western,606,Subprime,3968000.0,24,0.3565,9,0,Current,Current,,1511600.0,2456400.0,SMS only
LN-509829,2025-09,Branch,Salary advance,Central,676,Near-prime,893000.0,6,0.3005,6,0,Current,Closed,,893000.0,0.0,Field visit
LN-509830,2025-09,Agent network,Asset finance,Eastern,517,Subprime,4866000.0,18,0.3578,9,12,1-29,Current,,2204800.0,2661200.0,SMS only
LN-509831,2025-09,Partner retail,Consumer durable,Central,572,Subprime,1403000.0,12,0.3485,9,0,Current,Current,,975700.0,427300.0,Field visit
LN-509832,2025-09,Partner retail,Consumer durable,Eastern,549,Subprime,1566000.0,12,0.3465,9,12,1-29,Current,,1149300.0,416700.0,Call + SMS
LN-509833,2025-09,Agent network,Asset finance,Western,484,Subprime,1245000.0,12,0.3811,9,0,Current,Current,,878100.0,366900.0,SMS only
LN-509834,2025-09,Digital app,Asset finance,Central,600,Subprime,1574000.0,24,0.3463,9,0,Current,Current,,586500.0,987500.0,None
LN-509835,2025-09,Agent network,SME working capital,Western,711,Prime,696000.0,12,0.2175,9,0,Current,Current,,476200.0,219800.0,Call + SMS
LN-509836,2025-09,Partner retail,Salary advance,Central,545,Subprime,1601000.0,6,0.358,6,0,Current,Closed,,1601000.0,0.0,Field visit
LN-509837,2025-09,Partner retail,Asset finance,Central,690,Near-prime,904000.0,6,0.2894,6,0,Current,Closed,,904000.0,0.0,SMS only
LN-509838,2025-09,Agent network,Asset finance,Eastern,604,Subprime,2858000.0,12,0.352,9,0,Current,Current,,2117200.0,740800.0,SMS only
LN-509839,2025-09,Digital app,Asset finance,Central,676,Near-prime,4058000.0,9,0.3163,9,0,Current,Closed,,4058000.0,0.0,SMS only
LN-509840,2025-09,Agent network,SME working capital,Central,464,Subprime,2112000.0,9,0.3562,9,0,Current,Closed,,2112000.0,0.0,SMS only
LN-509841,2025-09,Digital app,Asset finance,Northern,531,Subprime,1806000.0,6,0.3871,6,190,90+,Default,2.0,549300.0,1256700.0,Call + SMS
LN-509842,2025-09,Branch,Salary advance,Central,614,Subprime,600000.0,6,0.3846,6,0,Current,Closed,,600000.0,0.0,SMS only
LN-509843,2025-09,Branch,Consumer durable,Eastern,462,Subprime,2061000.0,6,0.3677,6,130,90+,Default,6.0,420600.0,1640400.0,SMS only
LN-509844,2025-09,Digital app,Consumer durable,Central,718,Prime,646000.0,12,0.2245,9,0,Current,Current,,485100.0,160900.0,SMS only
LN-509845,2025-09,Digital app,Asset finance,Western,490,Subprime,2347000.0,9,0.3667,9,0,Current,Closed,,2347000.0,0.0,SMS only
LN-509846,2025-09,Digital app,SME working capital,Eastern,566,Subprime,766000.0,18,0.3636,9,0,Current,Current,,385100.0,380900.0,None
LN-509847,2025-09,Digital app,Consumer durable,Central,600,Subprime,1420000.0,6,0.3711,6,0,Current,Closed,,1420000.0,0.0,Call + SMS
LN-509848,2025-09,Digital app,Salary advance,Central,492,Subprime,1791000.0,9,0.3648,9,0,Current,Closed,,1791000.0,0.0,Call + SMS
LN-509849,2025-09,Agent network,Asset finance,Central,607,Subprime,758000.0,12,0.3663,9,0,Current,Current,,513300.0,244700.0,Call + SMS
LN-509850,2025-09,Branch,SME working capital,Northern,691,Near-prime,1489000.0,18,0.2923,9,0,Current,Current,,671600.0,817400.0,Field visit
LN-509851,2025-09,Partner retail,Salary advance,Central,462,Subprime,1920000.0,12,0.3818,9,0,Current,Current,,1461400.0,458600.0,Field visit
LN-509852,2025-09,Agent network,Asset finance,Eastern,521,Subprime,4021000.0,24,0.3852,9,0,Current,Current,,1452400.0,2568600.0,None
LN-509853,2025-09,Branch,SME working capital,Central,538,Subprime,2270000.0,24,0.394,9,0,Current,Current,,779800.0,1490200.0,Call + SMS
LN-509854,2025-09,Digital app,Asset finance,Northern,808,Prime,1433000.0,9,0.2343,9,0,Current,Closed,,1433000.0,0.0,SMS only
LN-509855,2025-09,Agent network,SME working capital,Northern,507,Subprime,1246000.0,12,0.3652,9,95,90+,Default,1.0,177100.0,1068900.0,Call + SMS
LN-509856,2025-10,Digital app,SME working capital,Eastern,643,Near-prime,3975000.0,24,0.303,8,0,Current,Current,,1347800.0,2627200.0,Call + SMS
LN-509857,2025-10,Digital app,Asset finance,Eastern,575,Subprime,283000.0,6,0.3694,6,0,Current,Closed,,283000.0,0.0,Call + SMS
LN-509858,2025-10,Digital app,Salary advance,Central,548,Subprime,1118000.0,9,0.3603,8,38,30-59,Delinquent,,1025600.0,92400.0,None
LN-509859,2025-10,Digital app,Salary advance,Central,700,Prime,2202000.0,24,0.2257,8,68,60-89,Delinquent,,753700.0,1448300.0,Call + SMS
LN-509860,2025-10,Partner retail,Salary advance,Western,627,Near-prime,920000.0,6,0.3248,6,0,Current,Closed,,920000.0,0.0,None
LN-509861,2025-10,Branch,Salary advance,Eastern,690,Near-prime,1041000.0,9,0.3253,8,0,Current,Current,,904300.0,136700.0,Call + SMS
LN-509862,2025-10,Agent network,Asset finance,Central,625,Near-prime,2195000.0,24,0.3075,8,0,Current,Current,,682000.0,1513000.0,Call + SMS
LN-509863,2025-10,Digital app,Asset finance,Central,661,Near-prime,779000.0,6,0.3248,6,0,Current,Closed,,779000.0,0.0,Call + SMS
LN-509864,2025-10,Agent network,Asset finance,Northern,721,Prime,1216000.0,9,0.2189,8,0,Current,Current,,1134900.0,81100.0,Field visit
LN-509865,2025-10,Agent network,Salary advance,Northern,689,Near-prime,1315000.0,6,0.3297,6,12,1-29,Closed,,1315000.0,0.0,Call + SMS
LN-509866,2025-10,Partner retail,Consumer durable,Eastern,778,Prime,2300000.0,12,0.2353,8,12,1-29,Current,,1389300.0,910700.0,Call + SMS
LN-509867,2025-10,Agent network,SME working capital,Central,552,Subprime,3207000.0,18,0.3802,8,38,30-59,Delinquent,,1322700.0,1884300.0,SMS only
LN-509868,2025-10,Digital app,Asset finance,Western,522,Subprime,1033000.0,18,0.3756,8,0,Current,Current,,475700.0,557300.0,Field visit
LN-509869,2025-10,Digital app,SME working capital,Central,647,Near-prime,1286000.0,24,0.3127,8,0,Current,Current,,431600.0,854400.0,SMS only
LN-509870,2025-10,Digital app,Salary advance,Western,646,Near-prime,889000.0,18,0.297,8,0,Current,Current,,371000.0,518000.0,Call + SMS
LN-509871,2025-10,Partner retail,Consumer durable,Western,590,Subprime,2554000.0,6,0.3929,6,0,Current,Closed,,2554000.0,0.0,Field visit
LN-509872,2025-10,Branch,SME working capital,Western,595,Subprime,1483000.0,9,0.3663,8,0,Current,Current,,1194400.0,288600.0,Call + SMS
LN-509873,2025-10,Agent network,Salary advance,Eastern,387,Subprime,5170000.0,24,0.3789,8,0,Current,Current,,1582800.0,3587200.0,None
LN-509874,2025-10,Partner retail,SME working capital,Central,682,Near-prime,1347000.0,12,0.3018,8,0,Current,Current,,871500.0,475500.0,Call + SMS
LN-509875,2025-10,Agent network,Asset finance,Central,654,Near-prime,4929000.0,12,0.2981,8,0,Current,Current,,3254300.0,1674700.0,Call + SMS
LN-509876,2025-10,Digital app,Consumer durable,Eastern,543,Subprime,516000.0,24,0.3868,8,12,1-29,Current,,157700.0,358300.0,Field visit
LN-509877,2025-10,Digital app,SME working capital,Central,598,Subprime,3980000.0,24,0.3702,8,0,Current,Current,,1341100.0,2638900.0,Field visit
LN-509878,2025-10,Branch,Salary advance,Eastern,618,Subprime,1242000.0,18,0.3845,8,0,Current,Current,,566500.0,675500.0,Call + SMS
LN-509879,2025-10,Partner retail,SME working capital,Northern,623,Near-prime,1055000.0,6,0.3237,6,190,90+,Default,3.0,293600.0,761400.0,Field visit
LN-509880,2025-10,Digital app,SME working capital,Eastern,640,Near-prime,317000.0,18,0.3008,8,0,Current,Current,,147700.0,169300.0,SMS only
LN-509881,2025-10,Agent network,Salary advance,Central,552,Subprime,6288000.0,24,0.3958,8,0,Current,Current,,2051900.0,4236100.0,None
LN-509882,2025-10,Agent network,SME working capital,Western,512,Subprime,2003000.0,9,0.3594,8,12,1-29,Current,,1630600.0,372400.0,Field visit
LN-509883,2025-10,Partner retail,Asset finance,Eastern,717,Prime,4114000.0,12,0.23,8,0,Current,Current,,2852700.0,1261300.0,SMS only
LN-509884,2025-10,Branch,Asset finance,Western,688,Near-prime,3287000.0,12,0.3082,8,0,Current,Current,,2031500.0,1255500.0,Call + SMS
LN-509885,2025-10,Partner retail,SME working capital,Central,769,Prime,1706000.0,9,0.2056,8,38,30-59,Delinquent,,1535700.0,170300.0,SMS only
LN-509886,2025-10,Digital app,Consumer durable,Central,603,Subprime,1176000.0,6,0.3692,6,0,Current,Closed,,1176000.0,0.0,Call + SMS
LN-509887,2025-10,Digital app,Consumer durable,Northern,687,Near-prime,1770000.0,24,0.2979,8,0,Current,Current,,606300.0,1163700.0,SMS only
LN-509888,2025-10,Agent network,Consumer durable,Northern,579,Subprime,1246000.0,18,0.3801,8,0,Current,Current,,562600.0,683400.0,Field visit
LN-509889,2025-10,Digital app,SME working capital,Central,622,Near-prime,382000.0,9,0.3004,8,0,Current,Current,,306000.0,76000.0,Field visit
LN-509890,2025-10,Branch,Salary advance,Central,610,Subprime,3404000.0,24,0.346,8,0,Current,Current,,1144100.0,2259900.0,SMS only
LN-509891,2025-10,Digital app,Salary advance,Central,610,Subprime,1275000.0,9,0.3538,8,0,Current,Current,,1121800.0,153200.0,SMS only
LN-509892,2025-10,Digital app,Consumer durable,Central,584,Subprime,2422000.0,9,0.3662,8,0,Current,Current,,2238500.0,183500.0,Field visit
LN-509893,2025-10,Branch,Asset finance,Central,639,Near-prime,2782000.0,12,0.321,8,35,30-59,Delinquent,5.0,1272300.0,1509700.0,Call + SMS
LN-509894,2025-10,Agent network,Salary advance,Eastern,399,Subprime,1307000.0,9,0.3833,8,35,30-59,Delinquent,2.0,358800.0,948200.0,Field visit
LN-509895,2025-10,Digital app,Salary advance,Western,632,Near-prime,1282000.0,12,0.3155,8,0,Current,Current,,853900.0,428100.0,SMS only
LN-509896,2025-10,Agent network,Salary advance,Central,596,Subprime,1658000.0,18,0.3803,8,0,Current,Current,,666900.0,991100.0,None
LN-509897,2025-10,Partner retail,SME working capital,Northern,599,Subprime,1237000.0,12,0.3545,8,0,Current,Current,,825400.0,411600.0,None
LN-509898,2025-10,Partner retail,Asset finance,Central,586,Subprime,4265000.0,24,0.3639,8,95,90+,Default,4.0,1780100.0,2484900.0,SMS only
LN-509899,2025-10,Agent network,Salary advance,Central,474,Subprime,2316000.0,6,0.3801,6,0,Current,Closed,,2316000.0,0.0,SMS only
LN-509900,2025-10,Branch,Asset finance,Central,588,Subprime,4565000.0,24,0.3584,8,0,Current,Current,,1376200.0,3188800.0,None
LN-509901,2025-10,Digital app,SME working capital,Eastern,538,Subprime,973000.0,12,0.3571,8,0,Current,Current,,668400.0,304600.0,None
LN-509902,2025-10,Digital app,SME working capital,Eastern,712,Prime,1144000.0,6,0.2131,6,0,Current,Closed,,1144000.0,0.0,Call + SMS
LN-509903,2025-10,Branch,SME working capital,Eastern,662,Near-prime,1583000.0,6,0.3295,6,0,Current,Closed,,1583000.0,0.0,Call + SMS
LN-509904,2025-10,Branch,Asset finance,Northern,625,Near-prime,961000.0,6,0.3133,6,0,Current,Closed,,961000.0,0.0,SMS only
LN-509905,2025-10,Digital app,Salary advance,Eastern,528,Subprime,5006000.0,9,0.3584,8,65,60-89,Delinquent,5.0,2654000.0,2352000.0,Field visit
LN-509906,2025-10,Branch,SME working capital,Central,554,Subprime,824000.0,6,0.3524,6,38,30-59,Closed,,824000.0,0.0,SMS only
LN-509907,2025-10,Digital app,Salary advance,Northern,792,Prime,1022000.0,12,0.2256,8,0,Current,Current,,681500.0,340500.0,SMS only
LN-509908,2025-10,Partner retail,Consumer durable,Central,545,Subprime,1852000.0,9,0.3957,8,0,Current,Current,,1550500.0,301500.0,SMS only
LN-509909,2025-10,Partner retail,Asset finance,Northern,636,Near-prime,2359000.0,6,0.3039,6,0,Current,Closed,,2359000.0,0.0,Call + SMS
LN-509910,2025-10,Agent network,Salary advance,Northern,477,Subprime,1084000.0,12,0.3761,8,12,1-29,Current,,716400.0,367600.0,None
LN-509911,2025-10,Branch,SME working capital,Northern,657,Near-prime,2785000.0,6,0.3098,6,0,Current,Closed,,2785000.0,0.0,None
LN-509912,2025-10,Branch,Asset finance,Central,514,Subprime,3876000.0,9,0.3638,8,0,Current,Current,,3144800.0,731200.0,Call + SMS
LN-509913,2025-10,Branch,Consumer durable,Central,459,Subprime,1291000.0,6,0.3861,6,0,Current,Closed,,1291000.0,0.0,SMS only
LN-509914,2025-10,Agent network,Consumer durable,Eastern,568,Subprime,2127000.0,9,0.3489,8,0,Current,Current,,1830500.0,296500.0,None
LN-509915,2025-10,Agent network,Asset finance,Central,498,Subprime,619000.0,18,0.3825,8,0,Current,Current,,258100.0,360900.0,Field visit
LN-509916,2025-10,Digital app,Consumer durable,Northern,529,Subprime,2393000.0,12,0.3489,8,190,90+,Default,5.0,1313300.0,1079700.0,Field visit
LN-509917,2025-10,Partner retail,SME working capital,Northern,570,Subprime,593000.0,12,0.3756,8,0,Current,Current,,409700.0,183300.0,Call + SMS
LN-509918,2025-10,Agent network,Asset finance,Central,452,Subprime,786000.0,6,0.3631,6,0,Current,Closed,,786000.0,0.0,Field visit
LN-509919,2025-10,Digital app,Asset finance,Central,677,Near-prime,868000.0,9,0.2962,8,0,Current,Current,,741400.0,126600.0,None
LN-509920,2025-10,Digital app,Asset finance,Central,493,Subprime,1134000.0,18,0.3623,8,0,Current,Current,,500800.0,633200.0,Field visit
LN-509921,2025-10,Agent network,Consumer durable,Western,496,Subprime,2771000.0,6,0.3686,6,0,Current,Closed,,2771000.0,0.0,Call + SMS
LN-509922,2025-10,Agent network,SME working capital,Western,380,Subprime,513000.0,9,0.3582,8,35,30-59,Delinquent,5.0,195300.0,317700.0,Field visit
LN-509923,2025-10,Agent network,SME working capital,Central,471,Subprime,1128000.0,18,0.3911,8,0,Current,Current,,486600.0,641400.0,Field visit
LN-509924,2025-10,Branch,Asset finance,Northern,621,Near-prime,1619000.0,6,0.3065,6,38,30-59,Closed,,1619000.0,0.0,Field visit
LN-509925,2025-10,Agent network,Consumer durable,Western,541,Subprime,1160000.0,9,0.3899,8,0,Current,Current,,1026400.0,133600.0,Call + SMS
LN-509926,2025-10,Agent network,Asset finance,Eastern,505,Subprime,4425000.0,12,0.3924,8,130,90+,Default,8.0,1300800.0,3124200.0,SMS only
LN-509927,2025-10,Branch,Salary advance,Northern,569,Subprime,1411000.0,9,0.383,8,0,Current,Current,,1209500.0,201500.0,SMS only
LN-509928,2025-10,Digital app,SME working capital,Central,488,Subprime,929000.0,18,0.3907,8,0,Current,Current,,397200.0,531800.0,Call + SMS
LN-509929,2025-10,Branch,Salary advance,Western,554,Subprime,2611000.0,9,0.3613,8,190,90+,Default,8.0,1077200.0,1533800.0,Call + SMS
LN-509930,2025-10,Partner retail,Salary advance,Central,594,Subprime,2043000.0,6,0.3916,6,0,Current,Closed,,2043000.0,0.0,SMS only
LN-509931,2025-10,Agent network,SME working capital,Central,449,Subprime,1118000.0,9,0.3708,8,130,90+,Default,1.0,457500.0,660500.0,Field visit
LN-509932,2025-10,Agent network,Salary advance,Central,436,Subprime,1413000.0,18,0.3612,8,190,90+,Default,3.0,257100.0,1155900.0,SMS only
LN-509933,2025-10,Digital app,SME working capital,Central,559,Subprime,1347000.0,24,0.3684,8,190,90+,Default,6.0,333800.0,1013200.0,Call + SMS
LN-509934,2025-10,Branch,Salary advance,Western,563,Subprime,1555000.0,18,0.3932,8,0,Current,Current,,693100.0,861900.0,None
LN-509935,2025-10,Partner retail,Consumer durable,Central,639,Near-prime,963000.0,12,0.3109,8,65,60-89,Delinquent,4.0,516300.0,446700.0,None
LN-509936,2025-10,Branch,SME working capital,Central,542,Subprime,262000.0,12,0.3575,8,35,30-59,Delinquent,8.0,43700.0,218300.0,Call + SMS
LN-509937,2025-10,Branch,Consumer durable,Northern,583,Subprime,419000.0,6,0.3661,6,12,1-29,Closed,,419000.0,0.0,None
LN-509938,2025-10,Agent network,Salary advance,Central,458,Subprime,1339000.0,24,0.3895,8,0,Current,Current,,439500.0,899500.0,SMS only
LN-509939,2025-10,Branch,SME working capital,Western,591,Subprime,1534000.0,24,0.3525,8,0,Current,Current,,517800.0,1016200.0,Field visit
LN-509940,2025-10,Branch,Salary advance,Central,586,Subprime,1426000.0,9,0.3817,8,0,Current,Current,,1301800.0,124200.0,Call + SMS
LN-509941,2025-10,Digital app,Asset finance,Northern,661,Near-prime,1158000.0,12,0.2933,8,130,90+,Default,6.0,555500.0,602500.0,SMS only
LN-509942,2025-10,Agent network,Consumer durable,Northern,591,Subprime,2828000.0,24,0.3544,8,0,Current,Current,,861600.0,1966400.0,Call + SMS
LN-509943,2025-10,Digital app,Salary advance,Western,558,Subprime,903000.0,12,0.3904,8,0,Current,Current,,563300.0,339700.0,Field visit
LN-509944,2025-10,Digital app,SME working capital,Central,589,Subprime,3176000.0,12,0.363,8,38,30-59,Delinquent,,2067200.0,1108800.0,Field visit
LN-509945,2025-10,Branch,Consumer durable,Central,509,Subprime,641000.0,12,0.3798,8,12,1-29,Current,,394500.0,246500.0,Call + SMS
LN-509946,2025-10,Branch,SME working capital,Central,711,Prime,1352000.0,9,0.2093,8,38,30-59,Delinquent,,1126900.0,225100.0,SMS only
LN-509947,2025-10,Digital app,Asset finance,Eastern,479,Subprime,1654000.0,9,0.3805,8,0,Current,Current,,1337100.0,316900.0,Field visit
LN-509948,2025-10,Agent network,Asset finance,Northern,486,Subprime,1048000.0,24,0.3754,8,0,Current,Current,,359300.0,688700.0,SMS only
LN-509949,2025-10,Digital app,Consumer durable,Central,590,Subprime,2290000.0,18,0.385,8,0,Current,Current,,1000500.0,1289500.0,None
LN-509950,2025-10,Partner retail,Asset finance,Eastern,675,Near-prime,1118000.0,9,0.3049,8,12,1-29,Current,,937900.0,180100.0,Call + SMS
LN-509951,2025-10,Agent network,Asset finance,Northern,552,Subprime,4025000.0,12,0.3912,8,0,Current,Current,,2749600.0,1275400.0,SMS only
LN-509952,2025-10,Digital app,Asset finance,Northern,579,Subprime,1935000.0,12,0.3731,8,12,1-29,Current,,1335900.0,599100.0,SMS only
